CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,SCORE,GRADE
50018050,EAT N' RUN,BROOKLYN,2574,CONEY ISLAND AVE,11223,7186760522,Jewish/Kosher,7.0,A
50018054,NOSTRAND FRESH COFFEE,BROOKLYN,665,NOSTRAND AVE,11216,3476631140,Café/Coffee/Tea,12.0,A
50018060,THE MARKET,BROOKLYN,372,LAFAYETTE AVE,11238,6462482335,Asian,12.0,A
50018061,TROPICAL PARADISE RESTAURANT & BAKERY,BROOKLYN,1250,UTICA AVE,11203,3472183268,Caribbean,10.0,A
50018075,PERI'S PEARL TEA,STATEN ISLAND,303C,PAGE AVE,10307,7183171799,"Juice, Smoothies, Fruit Salads",7.0,A
50018078,PHIL-AM KUSINA,STATEN ISLAND,556,TOMPKINS AVE,10305,7187273663,Filipino,13.0,A
50018079,ESPACE,MANHATTAN,635,W 42ND ST,10036,2129677003,American ,7.0,A
50018084,CAFE ISLAN,MANHATTAN,280,E 10TH ST,10009,2122602400,American ,5.0,A
50018085,EARTH CAFE,MANHATTAN,2580,BROADWAY,10025,6469645167,American ,10.0,A
50018087,TAJ MAHAL,BROOKLYN,396,5TH AVE,11215,7185763040,Indian,11.0,A
50018090,BLVD WINE BAR,QUEENS,4720      ,CENTER BLVD                                       ,11109,7184408520,American ,5.0,A
50018098,EDEN WOK,MANHATTAN,43,E 34TH ST,10016,2127258100,Chinese,13.0,A
50018100,MASSERIA DEI VINI,MANHATTAN,889,9TH AVE,10019,2123152888,Italian,7.0,A
50018104,NICE TAIL,MANHATTAN,1,PENN PLZ,10119,2124650700,American ,4.0,A
50018105,ADELLA,MANHATTAN,410,W 43RD ST,10036,2122730737,American ,0.0,A
50018106,ONCE UPON A TART,MANHATTAN,135,SULLIVAN ST,10012,2123878869,Bakery,12.0,A
50018108,MAMA'S GRILL & FRIED CHICKEN,MANHATTAN,2265,1ST AVE,10035,6469345433,American ,12.0,A
50018111,BROOKLYN BITES,BROOKLYN,867,NOSTRAND AVE,11225,7185766464,Pizza,10.0,A
50018113,PAIR WINE AND CHEESE,BROOKLYN,140,ATLANTIC AVE,11201,7185966594,American ,9.0,A
50018117,NEAPOLITAN EXPRESS,MANHATTAN,40,WALL ST,10005,6469186169,Pizza,12.0,A
50018118,LA LUPE,BROOKLYN,9,JEFFERSON ST,11206,3477152455,Mexican,11.0,A
50018131,ANGELO GORDON & COMPANY,MANHATTAN,245,PARK AVE,10167,9143293849,American ,0.0,A
50018139,CAFE WHA,MANHATTAN,115,MACDOUGAL ST,10012,2122543706,American ,9.0,A
50018140,SENZA GLUTEN,MANHATTAN,206,SULLIVAN ST,10012,2124757775,Italian,12.0,A
50018141,AMERICAN VEGGIE,QUEENS,6575,WOODHAVEN BLVD,11374,7184593248,"Juice, Smoothies, Fruit Salads",12.0,A
50018143,ATWOOD KITCHEN & BAR,MANHATTAN,986,2ND AVE,10022,2123712233,American ,5.0,A
50018144,LEE GOOD TASTE KITCHEN,BROOKLYN,2686,PITKIN AVE,11208,7183480538,Chinese,7.0,A
50018145,LA FUENTES STEAKHOUSE,BRONX,1306,JEROME AVE,10452,6467735144,Spanish,3.0,A
50018152,STAGE 3,MANHATTAN,23,W 32ND ST,10001,2126297171,Korean,4.0,A
50018154,12 CORNERS COFFEE,MANHATTAN,121,MOTT ST,10013,2126258888,Café/Coffee/Tea,7.0,A
50018165,YUM YUM EASTERN,STATEN ISLAND,3279,RICHMOND AVE,10312,7182279900,Asian,7.0,A
50018166,NIKITA'S PLACE,QUEENS,1903,UTOPIA PKWY,11357,7184284976,Greek,5.0,A
50018173,CHA LAIT,MANHATTAN,224,W 4TH ST,10014,2129290266,Café/Coffee/Tea,3.0,A
50018174,BIRDBATH SPRING,MANHATTAN,45,SPRING ST,10012,2123661414,Bakery,11.0,A
50018186,IRIS CAFE,BROOKLYN,20,COLUMBIA PL,11201,7187227395,American ,13.0,A
50018194,CODE  LOUNGE,QUEENS,19715,JAMAICA AVE,11423,9174687437,Caribbean,13.0,A
50018201,Ginza Sushi,MANHATTAN,251,E 35TH ST,10016,2128893333,Japanese,13.0,A
50018204,NEW FRESH WOK,MANHATTAN,1777,1ST AVE,10128,2128287666,Chinese,13.0,A
50018211,RON BEN-ISRAEL CAKES,MANHATTAN,247,W 38TH ST,10018,2126253369,Bakery,7.0,A
50018216,THAI SOUP,MANHATTAN,166,E 118TH ST,10035,9174751656,Thai,12.0,A
50018224,MITI MITI TAPERIA,BROOKLYN,138,5TH AVE,11217,7182303760,Spanish,12.0,A
50018226,ARMONDO'S ITALIAN RESTAURANT,QUEENS,7316,NORTHERN BLVD,11372,7188980113,Italian,12.0,A
50018237,EXPRESS FULTON FRIED CHICKEN & PIZZA,BROOKLYN,547,FULTON ST,11201,7182608957,Pizza,0.0,A
50018238,DEFONTE'S OF BROOKLYN,STATEN ISLAND,95,WATER ST,10304,7182854310,Sandwiches,11.0,A
50018243,PETITE SHELL,MANHATTAN,1269,LEXINGTON AVE,10028,3473666226,Café/Coffee/Tea,4.0,A
50018245,NEW WORLD STAGES & THE GREEN ROOM,MANHATTAN,343,W 49TH ST,10019,6464392077,Other,7.0,A
50018247,AURA BAR & LOUNGE,BROOKLYN,4410,AVENUE H,11234,9292108434,American ,7.0,A
50018249,LI'L JAYS CAFE,MANHATTAN,524,W 59TH ST,10019,2122396884,Café/Coffee/Tea,0.0,A
50018252,THE ORIGINAL AMERICAN CHICKEN,QUEENS,7807,37TH AVE,11372,7186510800,American ,8.0,A
50018258,SABOR DE CUBA,QUEENS,3703,31ST AVE,11103,7187771693,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0,A
50018261,TRYON PUBLIC HOUSE,MANHATTAN,4740,BROADWAY,10040,9145255331,American ,12.0,A
50018264,Legends Bar & Restaurant,BRONX,1735,E 172ND ST,10472,6464577773,Spanish,11.0,A
50018266,SUN'S KITCHEN,BRONX,4007,E TREMONT AVE,10465,__________,Chinese,7.0,A
50018278,NUMBER 1 CHINESE RESTAURANT,BROOKLYN,2925,AVENUE J,11210,7182588858,Chinese,9.0,A
50018279,EXCLUSIVE CATERING,STATEN ISLAND,45,TWOMBLY AVE,10306,7184428222,Jewish/Kosher,2.0,A
50018283,M & K SPANISH RESTAURANT BAR,STATEN ISLAND,1727,RICHMOND RD,10306,3478253332,Spanish,9.0,A
50018286,THE MILL,MANHATTAN,75,VARICK ST,10013,2123431200,Soups & Sandwiches,11.0,A
50018289,GUI LIN MI FEN,QUEENS,13525,40TH RD,11354,7189392025,Asian,12.0,A
50018291,RUNWAY69,QUEENS,3217      ,COLLEGE POINT BLVD                                ,11354,7184453100,American ,12.0,A
50018292,DAKANMARI,QUEENS,14906,41ST AVE,11355,7187620655,Korean,12.0,A
50018295,CRANBERRY,QUEENS,2802,42ND ROAD,11101,7187842784,American ,11.0,A
50018302,PALENQUE HOMEMADE COLUMBIAN FOOD,MANHATTAN,52,GANSEVOORT ST,10014,7189541955,Spanish,2.0,A
50018312,Retro Blends Smoothie Bar,BRONX,3524,3RD AVE,10456,9292631515,"Juice, Smoothies, Fruit Salads",12.0,A
50018315,CHINA HOUSE KITCHEN,BROOKLYN,41,LINCOLN RD,11225,7184690024,Chinese,8.0,A
50018316,CAMDEN FOOD EXPRESS,QUEENS,NKA,JFK International Airport,11430,7187514780,American ,7.0,A
50018327,MOOT BAR,BROOKLYN,579,MYRTLE AVE,11205,7186383982,American ,7.0,A
50018334,LOTUS GARDEN,STATEN ISLAND,4200,HYLAN BLVD,10308,7183178888,Chinese,11.0,A
50018339,GYRO SHACK GRILL,QUEENS,17908,UNION TPKE,11366,7185548356,Mediterranean,0.0,A
50018344,LAS ORQUIDEAS RESTAURANT,BRONX,667,E 187TH ST,10458,6463538555,Spanish,9.0,A
50018347,WING-N-IT,BROOKLYN,17,LEGION ST,11212,9292345802,Chicken,5.0,A
50018348,EMPIRE III,MANHATTAN,1902,A C POWELL BLVD,10026,2122808880,Chinese,11.0,A
50018355,LOCUS CAFE,QUEENS,2314,DITMARS BLVD,11105,3478087072,Café/Coffee/Tea,2.0,A
50018356,BRICKTOWN BAGELS & CAFE,QUEENS,5106,VERNON BLVD,11101,7183612428,Bagels/Pretzels,7.0,A
50018367,VAN LEEUWEN,BROOKLYN,620,MANHATTAN AVE,11222,3479874774,French,9.0,A
50018375,FLAVOR-FI,QUEENS,12114,LIBERTY AVE,11419,7184874174,Indian,12.0,A
50018376,AB HALAL RESTAURANT,BROOKLYN,1053,FLATBUSH AVE,11226,3474420474,African,10.0,A
50018379,SWEET FOX CAFE,BROOKLYN,142,NASSAU AVE,11222,7186090070,French,12.0,A
50018380,Ground-Central,MANHATTAN,800,2ND AVE,10017,6464845697,Café/Coffee/Tea,2.0,A
50018385,THE UP & UP,MANHATTAN,116,MACDOUGAL ST,10012,9177106040,American ,10.0,A
50018386,Double Dragon,BRONX,2647,JEROME AVE,10468,7183675308,Chinese,7.0,A
50018397,MOCU-MOCU,MANHATTAN,746,10TH AVE,10019,2127650197,Japanese,10.0,A
50018399,SWEET  GENERATION,MANHATTAN,130,1ST AVE,10009,6469645777,Bakery,7.0,A
50018404,SOFIA PIZZERIA,BROOKLYN,7810,20TH AVE,11214,7187585990,Pizza/Italian,11.0,A
50018409,JUNE,BROOKLYN,231,COURT ST,11201,6465263167,Other,7.0,A
50018413,BRONX BRICK OVEN PIZZA,BRONX,123,WESTCHESTER SQ,10461,9174531745,Pizza,10.0,A
50018421,RECONNECT BAKERY,BROOKLYN,110,MOORE ST,11206,6465527013,Bakery,11.0,A
50018422,DF MAVENS,MANHATTAN,37,SAINT MARKS PL,10003,2122609800,"Ice Cream, Gelato, Yogurt, Ices",2.0,A
50018425,AUX MERVEILLEUX DE FRED,MANHATTAN,37,8TH AVE,10014,9174751992,Bakery,12.0,A
50018426,GOTAN,MANHATTAN,130,FRANKLIN ST,10013,2124315200,Mediterranean,9.0,A
50018428,HAN WONG RESTAURANT,BROOKLYN,8510,20TH AVE,11214,7187141188,Chinese,10.0,A
50018429,LA YOLA,MANHATTAN,500,W 178TH ST,10033,2127959652,Spanish,10.0,A
50018434,LORENZO'S,BROOKLYN,19,WYCKOFF AVE,11237,7183883265,American ,9.0,A
50018436,1061 CATERING,BROOKLYN,1061,OCEAN PKWY,11230,7189754880,Jewish/Kosher,13.0,A
50018440,POPPY'S CATERING,BROOKLYN,189,COLUMBIA ST,11231,6464592716,American ,6.0,A
50018441,VIVA MIS EMPANADAS,QUEENS,13311,CROSSBAY BLVD,11417,7183227460,Mexican,13.0,A
50018445,CREDIT SUISSE (Executive dining),MANHATTAN,11,MADISON AVE,10010,2123256950,American ,5.0,A
50018450,UNCLE WANG CHINESE FOOD,BROOKLYN,5723,8TH AVE,11220,3479874763,Chinese,12.0,A
50018453,Radio City Pizza,MANHATTAN,142,W 49TH ST,10019,2128433747,Pizza/Italian,8.0,A
50018456,NATIVE BEAN,MANHATTAN,36B,AVENUE A,10009,2122288110,American ,9.0,A
50018459,JING WAY FOOD,BROOKLYN,706,60TH ST,11220,7184928833,Chinese,10.0,A
50018473,PRESTIGE,QUEENS,9133,63RD DR,11374,3477208191,Jewish/Kosher,10.0,A
50018475,LUIGI'S ITALIAN PIZZA,BRONX,1809      ,RADCLIFF AVE                                                                                        ,10462,6465255525,Pizza,12.0,A
50018480,''W'' CAFE,MANHATTAN,390,5TH AVE,10018,2125639444,American ,12.0,A
50018481,THE HANDPULLED NOODLE,MANHATTAN,3600,BROADWAY,10031,9172620213,Asian,10.0,A
50018482,M&S NICE BAKERY & RESTAURANT,QUEENS,819,SENECA AVE,11385,7185763625,Bakery,8.0,A
50018486,Morris Sandwich Shop,BROOKLYN,788,FRANKLIN AVE,11238,7183982145,Sandwiches/Salads/Mixed Buffet,10.0,A
50018489,LULU SEAFOOD RESTAURANT,QUEENS,2007,127TH ST,11356,7188882268,Chinese,8.0,A
50018495,WOOLY'S NYC,MANHATTAN,700,8TH AVE,10036,6468630901,"Ice Cream, Gelato, Yogurt, Ices",7.0,A
50018497,TARALLUCCI E VINO at COOPER HEWITT,MANHATTAN,9,EAST 90TH STREET,10128,2128498483,Sandwiches/Salads/Mixed Buffet,5.0,A
50018501,SABOR LATINO RESTAURANT CUCHIFRITO,BRONX,1017,WESTCHESTER AVE,10459,3475770619,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.0,A
50018504,MERRY LAND BUFFET,BRONX,505,E 163RD ST,10451,7182923455,Chinese,11.0,A
50018506,PESCADA,BROOKLYN,507-509,AVENUE P,11223,3477025711,Jewish/Kosher,13.0,A
50018514,INDIAN SPICE,BROOKLYN,351,7TH AVE,11215,7187687777,Indian,5.0,A
50018530,WA SUSHI & THAI,BROOKLYN,2249,CHURCH AVE,11226,7184848797,Chinese/Japanese,11.0,A
50018532,ARTICHOKE BASILLE'S PIZZA,QUEENS,2256,31ST ST,11105,7326681573,Pizza,4.0,A
50018535,TORO IRON WORKS,BROOKLYN,254,DRIGGS AVE,11222,7183498300,Mexican,5.0,A
50018536,HO MAY NY,BROOKLYN,69,KINGSLAND AVE,11211,7183899788,Chinese,2.0,A
50018539,Z BAR,QUEENS,2612,HOYT AVE S,11102,3476124715,American ,10.0,A
50018544,TAQUERIA MILEAR,BROOKLYN,752A,NOSTRAND AVE,11216,7184848005,Mexican,3.0,A
50018547,MANDEVILLES BISTRO,BROOKLYN,944,FLATBUSH AVE,11226,3474350092,Caribbean,13.0,A
50018550,BANGAGAN,QUEENS,4103,162ND ST,11358,9178251153,Asian,7.0,A
50018553,TEXAS FRIED CHICKEN,MANHATTAN,2144,8TH AVE,10026,3472812013,Chicken,5.0,A
50018554,CIN CHINESE RESTAURANT,QUEENS,4181,BOWNE ST,11355,6462885763,Chinese,6.0,A
50018558,CAVIAR HOUSE & PRUNIER SEAFOOD BAR,QUEENS,NKA,JFK International Airport,11430,7187514800,Seafood,4.0,A
50018562,BURGER TIME,BRONX,1080,MORRIS PARK AVE,10461,7182396210,Hamburgers,5.0,A
50018572,NIKKO HIBACHI STEAKHOUSE & LOUNGE,QUEENS,177-15/21,UNION TPKE,11366,7188208818,Asian,12.0,A
50018573,TURCO,MANHATTAN,604,9TH AVE,10036,2125108666,Middle Eastern,5.0,A
50018574,RESIDENCE INN WORLD TRADE CENTER,MANHATTAN,170,BROADWAY,10038,2126008900,Café/Coffee/Tea,5.0,A
50018577,12 CHAIRS CAFE,BROOKLYN,342,WYTHE AVE,11249,3472277077,Middle Eastern,10.0,A
50018578,CLOVE INDIAN RESTAURANT BAR,MANHATTAN,1592,AMSTERDAM AVE,10031,6469186644,Indian,12.0,A
50018587,ELK COFFEE,BROOKLYN,154,PROSPECT PARK SW,11218,7188535500,Café/Coffee/Tea,10.0,A
50018588,NEW JIN GUANG HOUSE,BROOKLYN,1086,DEKALB AVE,11221,7189190095,Chinese,11.0,A
50018589,ZHEN GOOD TASTE,QUEENS,5961,69TH ST,11378,7187792997,Chinese,10.0,A
50018595,NATURAL SNACKS AND BEVERAGES,BROOKLYN,4221,CHURCH AVE,11203,3477709012,"Juice, Smoothies, Fruit Salads",2.0,A
50018600,NEW SHENGJIN MEISHI,QUEENS,4140,MAIN ST,11355,7183956564,Chinese,12.0,A
50018601,BELLA PIZZA & RESTAURANT,BROOKLYN,208,LIVINGSTON ST,11201,7185224100,Pizza,10.0,A
50018602,LITTLE VINCENT'S PIZZA,MANHATTAN,1399,2ND AVE,10021,2122490120,Pizza,11.0,A
50018603,SPICY PIZZA,QUEENS,4322,43RD AVE,11104,7187066655,Pizza/Italian,7.0,A
50018604,MR. NOSH,BROOKLYN,3323,AVENUE N,11234,7182531400,Chinese,11.0,A
50018610,MOON ROOF LOUNGE,STATEN ISLAND,1679,HYLAN BLVD,10305,9175723245,Other,12.0,A
50018611,BLUESTONE LANE,MANHATTAN,770,BROADWAY,10003,2124771626,Café/Coffee/Tea,11.0,A
50018616,THE CAMLIN,BROOKLYN,175,KENT AVE,11249,7183844100,American ,5.0,A
50018620,MUNDO / PAPER FACTORY HOTEL,QUEENS,3706,36TH ST,11101,7183927200,American ,10.0,A
50018621,VILLAGE DEN RESTAURANT,MANHATTAN,225,W 12TH ST,10011,2126910303,American ,10.0,A
50018622,NEW STAR SEAFOOD RESTAURANT,BROOKLYN,6022,8TH AVE,11220,7184926888,Chinese,12.0,A
50018626,JR'S DINER,QUEENS,5816,59TH ST,11378,7184164300,American ,12.0,A
50018631,GINGERSNAPS ORGANIC,MANHATTAN,113,W 10TH ST,10011,2125339939,Salads,10.0,A
50018634,BEDFORD KITCHEN & WINE BAR,QUEENS,6944,MAIN ST,11367,9295297505,American ,12.0,A
50018635,CIMINNA CAFE,STATEN ISLAND,2224,HYLAN BLVD,10306,7183510333,Italian,11.0,A
50018636,OUR WICKED LADY,BROOKLYN,153,MORGAN AVE,11237,3233970670,American ,13.0,A
50018638,NEIGHBORHOOD PIZZA,QUEENS,4,COLEMAN SQ,11414,7186417520,Pizza/Italian,8.0,A
50018651,NEW ASIAN CUISINE,MANHATTAN,153D,CENTRE ST,10013,2129252319,Chinese,13.0,A
50018652,KIABACCA PIZZA AND BEER,MANHATTAN,639,10TH AVE,10036,2126494675,American ,9.0,A
50018653,JJM CAFE,BROOKLYN,6310,20TH AVE,11204,7182560138,Chinese,12.0,A
50018657,THE BOULEVARD,BROOKLYN,253,BUSHWICK AVE,11206,7183812442,Armenian,11.0,A
50018658,CHUTNEY KITCHEN,MANHATTAN,856,8TH AVE,10019,9179136912,Indian,7.0,A
50018660,JUICE AMMIEL,BROOKLYN,563,THROOP AVE,11216,7575133070,"Juice, Smoothies, Fruit Salads",10.0,A
50018661,BIENANGY'S RINCONCITO DULCE,MANHATTAN,1650,SAINT NICHOLAS AVE,10040,6468506637,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,A
50018664,VITAL BLENDS,BROOKLYN,253,SCHENECTADY AVE,11213,3473508846,"Juice, Smoothies, Fruit Salads",3.0,A
50018668,SVL BAR,QUEENS,3018B,ASTORIA BLVD,11102,7188046957,Greek,8.0,A
50018669,PALOMBO BAKERY,BRONX,3700,RIVERDALE AVE,10463,7185495500,Café/Coffee/Tea,5.0,A
50018680,KATONAH PIZZA,BRONX,4307,KATONAH AVE,10470,7189948337,Other,2.0,A
50018683,PILAR CUBAN EATERY,BROOKLYN,397,GREENE AVE,11216,7186232822,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,A
50018697,LEXINGTON PIZZA PARLOR,MANHATTAN,1590,LEXINGTON AVE,10029,2127227850,Pizza,12.0,A
50018703,VEYTAS BAKERY CAFE & RESTAURANT,QUEENS,9201,ROOSEVELT AVE,11372,7184248680,Bakery,12.0,A
50018706,DE TODO CON TODO,MANHATTAN,1329,SAINT NICHOLAS AVE,10033,2125687002,Spanish,12.0,A
50018709,5 PIZZA,QUEENS,14812,ROCKAWAY BLVD,11436,6468675633,Pizza,7.0,A
50018726,HUI WEI CHINESE FOOD,BROOKLYN,706,56TH ST,11220,9178685780,Chinese,11.0,A
50018728,KHAO SARN,BROOKLYN,338,BEDFORD AVE,11249,7189631238,Thai,10.0,A
50018732,LA CONTENTA,MANHATTAN,102,NORFOLK ST,10002,2124324180,Mexican,3.0,A
50018734,ASIAN TOKYO JAPANESE CUISINE,BRONX,4685,MANHATTAN COLLEGE PKWY,10471,7185435751,Other,6.0,A
50018744,Fonda Cubana Restaurant,QUEENS,913,WYCKOFF AVE,11385,7184170272,Caribbean,8.0,A
50018745,THE GEM HOTEL,MANHATTAN,300,W 22ND ST,10011,2126751911,Café/Coffee/Tea,10.0,A
50018747,NEW SARKURA JAPAN,QUEENS,9040,160TH ST,11432,7182976800,Japanese,9.0,A
50018749,L' VIOLET RESTAURANT & LOUNGE,BRONX,535,E TREMONT AVE,10457,3475908662,Spanish,10.0,A
50018753,BOEUF & BUN,BROOKLYN,271,KINGSTON AVE,11213,7182218900,Jewish/Kosher,11.0,A
50018754,EL CORAL DELI RESTAURANT,QUEENS,10806,ROOSEVELT AVE,11368,7188990077,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.0,A
50018758,WEI WILLIAMSBURG,BROOKLYN,145,BORINQUEN PL,11211,7183601908,Chinese,12.0,A
50018759,PUNTA CANA RESTAURANT,BROOKLYN,50,5TH AVE,11217,7182301703,Spanish,9.0,A
50018768,MASTER JUICE,MANHATTAN,196A,STANTON ST,10002,9173882686,Sandwiches,9.0,A
50018770,SWEET MANGO,QUEENS,8782,SUTPHIN BLVD,11435,7188831688,Tex-Mex,9.0,A
50018772,LINDA ASIAN KITCHEN,BROOKLYN,882,DEKALB AVE,11221,7185741686,Chinese,13.0,A
50018775,ROSIE'S,MANHATTAN,29,E 2ND ST,10003,2123350114,Mexican,13.0,A
50018777,CHARLIE'S PLACE & SUSHI,MANHATTAN,1960,MADISON AVE,10035,2124100277,Japanese,9.0,A
50018779,LORENZO'S AT SIDE STREET,BRONX,1332,BLONDELL AVE,10461,9179293935,American ,11.0,A
50018783,PATE,QUEENS,4543B,BELL BLVD,11361,3472350045,Asian,9.0,A
50018784,SAWASDE THAI COOKING,BROOKLYN,359,MCDONALD AVE,11218,7184360589,Thai,7.0,A
50018787,DONG'S GREAT WOK GARDEN II,MANHATTAN,1631,LEXINGTON AVE,10029,9179309336,Other,12.0,A
50018788,WHITMANS,MANHATTAN,700,8TH AVE,10036,9173380927,Hamburgers,0.0,A
50018793,NEW GOLDEN DRAGON CHINESE RESTAURANT,MANHATTAN,398A,W 145TH ST,10031,2122830200,Chinese,5.0,A
50018798,PICCOLO  MERCATO,QUEENS,NKA,LA GUARDIA INTL AIRPORT,11371,5164919864,American ,4.0,A
50018801,FUSHIA RESTAURANT & BAR,QUEENS,4429,9TH ST,11101,7189061906,Japanese,10.0,A
50018813,GLEESON'S SPORTS BAR,BRONX,6115,BROADWAY,10471,7185480606,American ,10.0,A
50018819,BRICOLAGE,BROOKLYN,162,5TH AVE,11217,6508235565,Vietnamese/Cambodian/Malaysia,12.0,A
50018822,SONG E NAPULE,MANHATTAN,146,W HOUSTON ST,10012,2125331242,Pizza/Italian,8.0,A
50018834,NEW SING SHENG KITCHEN,QUEENS,8905,37TH AVE,11372,7186519110,Chinese,5.0,A
50018838,ROLL AND GO $1 PIZZA/BLACK BURGER,MANHATTAN,386,CANAL ST,10013,9172925286,American ,10.0,A
50018846,KARRIOS TEA TIME,BROOKLYN,6011,20TH AVE,11204,9175888829,Café/Coffee/Tea,7.0,A
50018850,KURO-OBI,MANHATTAN,700,8TH AVE,10036,9173381011,Japanese,5.0,A
50018853,HEALTHY HAVEN CATERING,QUEENS,4118,38TH ST,11101,7187294000,American ,11.0,A
50018858,NOREETUH,MANHATTAN,128,1ST AVE,10009,6468923050,American ,12.0,A
50018863,STIX CHELSEA/HOTEL INDIGO,MANHATTAN,127,W 28TH ST,10001,2129739000,Mediterranean,2.0,A
50018878,GAYAHA,QUEENS,13693,37TH AVE,11354,7188880079,Asian,12.0,A
50018882,PABLITO'S TAQUERIA RESTAURANT,BROOKLYN,723,5TH AVE,11215,7183442012,Mexican,5.0,A
50018885,MANHATTANVILLE COFFEE,BROOKLYN,167,ROGERS AVE,11216,7189540954,Café/Coffee/Tea,7.0,A
50018892,NEW HO WAH CHINESE,QUEENS,4201,BROADWAY,11103,7189561849,Chinese,10.0,A
50018902,ANTOJOS,BRONX,700,RIVER AVE,10451,9178193990,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0,A
50018903,NORTHERN TIGER,MANHATTAN,225,LIBERTY ST,10281,2127860316,Chinese,13.0,A
50018904,STREETS RESTAURANT,BROOKLYN,53,BROADWAY,11249,7183842899,Tapas,11.0,A
50018905,PAT'S STATIONARY,QUEENS,4920,30TH AVE,11377,7187289530,Café/Coffee/Tea,5.0,A
50018919,HAPPY WORLD,MANHATTAN,1309,SAINT NICHOLAS AVE,10033,2127817778,Chinese,12.0,A
50018921,ROCKAWAY ROASTERS,QUEENS,9206,ROCKAWAY BEACH BLVD,11693,7184742500,American ,7.0,A
50018922,KOS SUSHI,MANHATTAN,208,3RD AVE,10003,2126776921,Japanese,12.0,A
50018923,TA RICO,QUEENS,9466,CORONA AVE,11373,7187607426,Spanish,9.0,A
50018936,ZOU'S RESTAURANT BUFFET,BROOKLYN,233,UTICA AVE,11213,7188778599,Chinese,13.0,A
50018939,187TH ST PIZZA,BRONX,689,E 187TH ST,10458,9176205049,Pizza,2.0,A
50018942,FAR EAST CHINESE RESTAURANT,BROOKLYN,471A,5TH AVE,11215,7183692010,Chinese,9.0,A
50018943,MAHALO NEW YORK BAKERY,QUEENS,6640,MYRTLE AVE,11385,9179091628,Bakery,2.0,A
50018945,LOI ESTIATORIO,MANHATTAN,132,W 58TH ST,10019,8625960585,Greek,2.0,A
50018947,LA POLLERA COLORADA 3,QUEENS,4015,JUNCTION BLVD,11368,7184244972,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.0,A
50018952,NORTHSIDE BAKERY,BROOKLYN,190,NASSAU AVE,11222,7183497775,Polish,7.0,A
50018953,CHRISTINE'S RESTAURANT,STATEN ISLAND,307,NELSON AVE,10308,7189676967,American ,10.0,A
50018974,RESIDENCE INN MANHATTAN MIDTOWN EAST,MANHATTAN,148,E 48TH ST,10017,2129801003,American ,3.0,A
50018975,TRENTA TRE PIZZERIA,MANHATTAN,171,MADISON AVE,10016,9176522893,Pizza/Italian,12.0,A
50018980,MOKJA,QUEENS,3519,BROADWAY,11106,7187210654,Korean,13.0,A
50018989,FAIRFIELD INN SUITES PENN STATION,MANHATTAN,325,W 33RD ST,10001,2125630900,American ,10.0,A
50018995,COLD PRESS'D,BROOKLYN,921,CORTELYOU RD,11218,3473509747,"Juice, Smoothies, Fruit Salads",10.0,A
50018999,BUTTER MILK BAKE SHOP,BROOKLYN,260,5TH AVE,11215,3479873941,Bakery,2.0,A
50019007,ANDY'S CUISINE RESTAURANT,BRONX,1444,WILLIAMSBRIDGE RD,10461,7186841511,Caribbean,7.0,A
50019010,EONS GREEK FOOD FOR LIFE,MANHATTAN,633,2ND AVE,10016,9178810197,Greek,9.0,A
50019016,The Bush Doctor Juice Bar,BROOKLYN,307,TOMPKINS AVE,11216,7185947607,"Juice, Smoothies, Fruit Salads",4.0,A
50019019,SIX HAPPINESS,MANHATTAN,1413,2ND AVE,10021,2129888002,Chinese,11.0,A
50019020,AZUKI,MANHATTAN,700,8TH AVE,10001,9173381199,Asian,12.0,A
50019021,ADALYA,MANHATTAN,55,IRVING PL,10003,6468961441,Mediterranean,12.0,A
50019025,GREY DOLPHIN SPORTS BAR & LOUNGE,QUEENS,22320,LINDEN BLVD,11411,7189492321,Caribbean,10.0,A
50019029,AMMOS ESTIATORIO/AMMOS CAFE,MANHATTAN,52,VANDERBILT AVE,10017,2129229999,Greek,13.0,A
50019034,YUMMY SZECHUAN HOUSE,QUEENS,4026,UNION ST,11354,7188867885,Chinese,11.0,A
50019036,AJ'S PIZZA,QUEENS,7137,AUSTIN ST,11375,7185209018,Pizza,12.0,A
50019038,AER LINGUS LOUNGE,QUEENS,611C/621C,TERMINAL 5- JFK AIRPORT,11430,5166224233,American ,7.0,A
50019040,FREESTYLE JAMAICAN RESTAURANT,BROOKLYN,1610,NOSTRAND AVE,11226,3479827676,Caribbean,4.0,A
50019041,COUNTRY SPICE,BROOKLYN,884,RUTLAND RD,11203,3479322607,Caribbean,11.0,A
50019043,NYU COLLEGE OF NURSING CAFE,MANHATTAN,433,1ST AVE,10010,2129925770,Café/Coffee/Tea,0.0,A
50019046,PALM ASIAN,STATEN ISLAND,3479,RICHMOND RD,10306,6466395425,Indian,12.0,A
